Date,Description,Original Description,Category,Amount,Status
2022-02-01,"ParkMobile","PARKMOBILE                       020122",Parking,-3.20,Posted
2022-01-31,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-67.11,Posted
2022-01-31,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-01-31,"Walmart","WM SUPERCENTER #Wal-             012922",Shopping,-110.70,Posted
2022-01-31,"HelloFresh","PP*HELLOFRESH                    012922",Groceries,-100.01,Posted
2022-01-31,"Conoco","CONOCO - 74 XPRESS               012822",Gas,-46.59,Posted
2022-01-31,"Costco","COSTCO WHSE #1178                012922",Shopping,-38.39,Posted
2022-01-31,"Imperfect Foods","IMPERFECT FOODS                  013022",Groceries,-31.64,Posted
2022-01-31,"Dollar General","DOLLAR GENERAL #DG 2             013022",Shopping,-16.03,Posted
2022-01-31,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-15.00,Posted
2022-01-31,"Starbucks","STARBUCKS 800-782-72             012822",Coffee Shops,-15.00,Posted
2022-01-31,"Starbucks","STARBUCKS STORE 2620             012922",Coffee Shops,-14.35,Posted
2022-01-31,"Dollar General","DOLLAR GENERAL #DG 2             013122",Shopping,-13.70,Posted
2022-01-31,"Smoothie King","SMOOTHIE KING - 1886             012822",Fast Food,-10.54,Posted
2022-01-31,"Dollar General","DOLLAR GENERAL #DG 2             013022",Shopping,-7.94,Posted
2022-01-31,"FreshBooks","FRESHBOOKS                       013022",Business Services,-7.50,Posted
2022-01-31,"Amazon","AMZN Mktp US*200U82M             013122",Shopping,-5.81,Posted
2022-01-31,"Wendy's","WENDY'S #11966                   012822",Fast Food,-4.27,Posted
2022-01-31,"ParkMobile","PARKMOBILE                       013122",Parking,-3.20,Posted
2022-01-31,"ParkMobile","PARKMOBILE                       013122",Parking,-3.20,Posted
2022-01-31,"ParkMobile","PARKMOBILE                       012922",Parking,-2.20,Posted
2022-01-28,"Walmart","WM SUPERCENTER #Wal-             012822",Shopping,-261.06,Posted
2022-01-28,"Xbox Game Pass Ultimate","MICROSOFT*ULTIMATE 1             012722",Entertainment,-16.23,Posted
2022-01-28,"Dollar General","DOLLAR GENERAL #DG 2             012822",Shopping,-15.09,Posted
2022-01-28,"Dollar General","DOLLAR GENERAL #DG 2             012822",Shopping,-13.50,Posted
2022-01-28,"Smoothie King","SMOOTHIE KING - 1886             012622",Fast Food,-11.94,Posted
2022-01-28,"ParkMobile","PARKMOBILE                       012822",Parking,-2.40,Posted
2022-01-28,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,1728.14,Posted
2022-01-27,"Torchys Colli","044 TORCHYS FT COLLI             012622",Restaurants,-17.53,Posted
2022-01-27,"Square Coffee House 29","SQ *COFFEE HOUSE 29              012722",Fast Food,-14.43,Posted
2022-01-27,"Starbucks","STARBUCKS STORE 2620             012622",Coffee Shops,-14.19,Posted
2022-01-27,"Chick-fil-A","CHICK-FIL-A #03676               012522",Fast Food,-12.10,Posted
2022-01-27,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              012422",Alcohol Bars,-5.91,Posted
2022-01-27,"ParkMobile","PARKMOBILE                       012722",Parking,-3.20,Posted
2022-01-27,"ParkMobile","PARKMOBILE                       012722",Parking,-3.20,Posted
2022-01-27,"ParkMobile","PARKMOBILE                       012722",Parking,-3.20,Posted
2022-01-27,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,295.40,Posted
2022-01-26,"Transfer To Cash App","CASH APP*JENNY                   012522",Transfer,-150.00,Posted
2022-01-26,"The Honest Company","THE HONEST COMPANY,              012622",Shopping,-130.47,Posted
2022-01-26,"Office Max","OFFICE MA 2211 S COL             012622",Office Supplies,-29.55,Posted
2022-01-26,"Loaf 'N Jug","LOAF N JUG # 081 351             012622",Gas,-29.21,Posted
2022-01-26,"Starbucks","STARBUCKS 800-782-72             012622",Coffee Shops,-15.00,Posted
2022-01-26,"Smoothie King","SMOOTHIE KING - 1886             012422",Fast Food,-10.87,Posted
2022-01-26,"ParkMobile","PARKMOBILE                       012622",Parking,-3.20,Posted
2022-01-26,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,70.00,Posted
2022-01-25,"Waste Management","WASTE MANAGEMENT INTERNET   ***********2718",Utilities,-196.62,Posted
2022-01-25,"Xcel Energy","XCEL ENERGY-PSCO XCELENERGY ***********6208",Utilities,-115.68,Posted
2022-01-25,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********0444",Transfer,-41.00,Posted
2022-01-25,"Amazon","AMZN Mktp US*EC00Q25             012422",Shopping,-25.73,Posted
2022-01-25,"ParkMobile","PARKMOBILE                       012522",Parking,-3.20,Posted
2022-01-25,"ParkMobile","PARKMOBILE                       012522",Parking,-2.40,Posted
2022-01-25,"Coca Cola","COCA COLA JOHNSTOWN              012422",Food Dining,-1.75,Posted
2022-01-24,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********YB9M",Credit Card Payment,-144.00,Posted
2022-01-24,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********JIEH",Credit Card Payment,-75.00,Posted
2022-01-24,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********6912",Transfer,-50.00,Posted
2022-01-24,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-336.00,Posted
2022-01-24,"Taste And Savor Wine","TASTE AND SAVOR WINE             012122",Alcohol Bars,-136.63,Posted
2022-01-24,"HelloFresh","PP*HELLOFRESH                    012222",Groceries,-100.01,Posted
2022-01-24,"Synchrony Bank Credit Card","SYNCB PAYMENT                    012422",Credit Card Payment,-100.00,Posted
2022-01-24,"King Soopers","KING SOOP 2325 S. CO             012422",Groceries,-44.30,Posted
2022-01-24,"Dollar General","DOLLAR GENERAL #DG 2             012322",Shopping,-29.06,Posted
2022-01-24,"Amazon","AMZN MKTP US*MI3LO8N             012222",Shopping,-25.72,Posted
2022-01-24,"Starbucks","STARBUCKS 800-782-72             012422",Coffee Shops,-25.00,Posted
2022-01-24,"Imperfect Foods","IMPERFECT FOODS                  012222",Groceries,-24.90,Posted
2022-01-24,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              012222",Alcohol Bars,-19.13,Posted
2022-01-24,"Union","UNION                            012122",Restaurants,-18.06,Posted
2022-01-24,"Dollar General","DOLLAR GENERAL #DG 2             012322",Shopping,-14.08,Posted
2022-01-24,"Amazon","AMAZON.COM*YJ6WA1413             012222",Shopping,-11.11,Posted
2022-01-24,"Amazon","AMZN MKTP US*3I7PX5L             012322",Shopping,-8.44,Posted
2022-01-24,"ParkMobile","PARKMOBILE                       012222",Parking,-3.20,Posted
2022-01-21,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-01-21,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-1000.00,Posted
2022-01-21,"Walmart","WM SUPERCENTER #Wal-             012122",Shopping,-240.31,Posted
2022-01-21,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-200.00,Posted
2022-01-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-121.00,Posted
2022-01-21,"Brewhouse","DC OAKES BREWHOUSE &             012122",Restaurants,-51.33,Posted
2022-01-21,"King Soopers","KING SOOP 2630 TIMBE             012122",Groceries,-36.62,Posted
2022-01-21,"Netflix","Netflix.com                      012122",Television,-13.99,Posted
2022-01-21,"Wendy's","WENDY'S #11966                   012022",Fast Food,-9.89,Posted
2022-01-21,"Square Alleycat Cafe","SQ *ALLEYCAT CAFE'               012122",Restaurants,-8.00,Posted
2022-01-21,"ParkMobile","PARKMOBILE                       012122",Parking,-3.40,Posted
2022-01-21,"ParkMobile","PARKMOBILE                       012122",Parking,-3.20,Posted
2022-01-20,"Target","TARGET T- 2936 Counc             012022",Shopping,-31.54,Posted
2022-01-20,"Walmart","WM SUPERC Wal-Mart S             012022",Shopping,-31.38,Posted
2022-01-20,"Dollar General","DOLLAR GENERAL #DG 2             011922",Shopping,-6.18,Posted
2022-01-20,"ParkMobile","PARKMOBILE                       012022",Parking,-3.20,Posted
2022-01-20,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********6CTV",Paycheck,3827.85,Posted
2022-01-19,"Alternative Ser","Alternative Ser338 E             011922",Cash,-42.50,Posted
2022-01-19,"ParkMobile","PARKMOBILE                       011922",Parking,-5.20,Posted
2022-01-19,"Dollar General","DOLLAR GENERAL #DG 2             011922",Shopping,-3.35,Posted
2022-01-19,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.50,Posted
2022-01-19,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,40.00,Posted
2022-01-18,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2022-01-18,"Spotify","PAYPAL           INST XFER  ***********USAI",Music,-10.67,Posted
2022-01-18,"Betta Gumbo","TST* Betta Gumbo                 011422",Restaurants,-107.62,Posted
2022-01-18,"BJ's Restaurant","BJ'S RESTAURANTS 539             011522",Restaurants,-90.36,Posted
2022-01-18,"Murphy USA","MURPHY7494ATWAL                  011822",Gas,-41.03,Posted
2022-01-18,"HelloFresh","PP*HELLOFRESH                    011522",Groceries,-36.47,Posted
2022-01-18,"Starbucks","STARBUCKS 800-782-72             011722",Coffee Shops,-25.00,Posted
2022-01-18,"Dollar General","DOLLAR GENERAL #DG 2             011722",Shopping,-20.69,Posted
2022-01-18,"Dollar General","DOLLAR GENERAL #DG 2             011622",Shopping,-14.15,Posted
2022-01-18,"Dollar General","DOLLAR GENERAL #DG 2             011822",Shopping,-13.77,Posted
2022-01-18,"Brew Pub","G5 BREW PUB                      011522",Alcohol Bars,-12.98,Posted
2022-01-18,"Starbucks","STARBUCKS STORE 2620             011522",Coffee Shops,-10.24,Posted
2022-01-18,"Google Drive","GOOGLE *Google Stora             011522",Electronics Software,-9.99,Posted
2022-01-18,"Disney+","DisneyPLUS                       011622",Television,-8.60,Posted
2022-01-18,"Dollar General","DOLLAR GENERAL #DG 2             011722",Shopping,-7.72,Posted
2022-01-18,"Google Drive","GOOGLE *Google Stora             011722",Electronics Software,-1.99,Posted
2022-01-18,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2022-01-14,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-01-14,"Adobe","PP*ADOBE INC                     011422",Electronics Software,-29.99,Posted
2022-01-14,"ATM Withdrawal","PAI ISO4402 SORREL C             011422",Cash,-22.25,Posted
2022-01-14,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-15.00,Posted
2022-01-13,"Transfer To Cash App","CASH APP*JENNY           8774174551   CA",Transfer,-150.00,Posted
2022-01-13,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-70.00,Posted
2022-01-13,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-30.00,Posted
2022-01-13,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-29.00,Posted
2022-01-13,"Chipotle","CHIPOTLE 1095            FORT COLLINS CO",Fast Food,-22.91,Posted
2022-01-13,"Lyft","LYFT   *1 RIDE 01-11     LYFT.COM     CA",Rental Car Taxi,-21.60,Posted
2022-01-13,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-16.21,Posted
2022-01-13,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-10.35,Posted
2022-01-13,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-6.44,Posted
2022-01-13,"Hackmd Io Httpshackmd Ide","HACKMD.IO                HTTPSHACKMD.IDE",Electronics Software,-4.00,Posted
2022-01-13,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-01-13,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,291.40,Posted
2022-01-12,"Empire","EMPIRE 3594              FT COLLINS   CO",Gas,-42.43,Posted
2022-01-12,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-2.83,Posted
2022-01-12,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,67.00,Posted
2022-01-12,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,60.00,Posted
2022-01-11,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-10.00,Posted
2022-01-11,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-3.09,Posted
2022-01-11,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-2.91,Posted
2022-01-11,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.00,Posted
2022-01-11,"Mobile Deposit","DEPOSIT@MOBILE",Income,92.06,Posted
2022-01-10,"**********","DESIGNCROWD PTY  IAT PAYPAL ***********0027",Uncategorized,-15.00,Posted
2022-01-10,"PayPal Purchase","PAYPAL           INST XFER  ***********CORD",Uncategorized,-9.99,Posted
2022-01-10,"Little America Wyoming Americwy","LITTLE AMERICA WYOMING   LITTLE AMERICWY",Hotel,-132.16,Posted
2022-01-10,"Fred Meyer","FRED-MEYE FRED MEYER 4   BOISE        ID",Groceries,-82.21,Posted
2022-01-10,"Jiffy Lube","JIFFY LUBE 3762          ONTARIO      OR",Service Parts,-79.99,Posted
2022-01-10,"Revive Revide","REVIVE                   HTTPSWWW.REVIDE",Restaurants,-53.99,Posted
2022-01-10,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-50.00,Posted
2022-01-10,"Pilot Flying J","FLYING J #763            RAWLINS      WY",Gas,-45.63,Posted
2022-01-10,"Resort Retailer","RESORT RETAILER          MORGAN       UT",Gas,-41.60,Posted
2022-01-10,"Domino's","DOMINO'S 6279            970-416-8868 CO",Fast Food,-39.79,Posted
2022-01-10,"Stinker Stores","STINKER #45              CALDWELL     ID",Gas,-37.15,Posted
2022-01-10,"Little America (Fuel)","LITTLE AMERICA WEST GASGALITTLE AMERICWY",Gas,-31.10,Posted
2022-01-10,"Maverik","MAVERIK #6523135 S. LINCOJEROME       ID",Gas,-28.91,Posted
2022-01-10,"Ne Goodfellow","P429410321 NE GOODFELLOW ONTARIO      OR",Cash,-23.00,Posted
2022-01-10,"Little America (Fuel)","LITTLE AMERICA WEST GASGALITTLE AMERICWY",Gas,-19.79,Posted
2022-01-10,"Stinker Stores","STINKER #455250 BLACK CANCALDWELL     ID",Gas,-18.17,Posted
2022-01-10,"Burger King","BURGER KING #3590  Q07   GARDEN CITY  ID",Fast Food,-15.87,Posted
2022-01-10,"Resort Retailer","RESORT RETAILER          MORGAN       UT",Gas,-14.73,Posted
2022-01-10,"Pilot Flying J","FLYING J #763            RAWLINS      WY",Gas,-14.55,Posted
2022-01-10,"Scotch Pine Liquor Inc","SCOTCH PINE LIQUOR, INC.3SEVERANCE    CO",Alcohol Bars,-13.22,Posted
2022-01-10,"Little America (Fuel)","LITTLE AMERICA WEST GASGALITTLE AMERICWY",Gas,-8.48,Posted
2022-01-10,"Resort Retailer","RESORT RETAILER          MORGAN       UT",Gas,-5.54,Posted
2022-01-10,"Little America (Fuel)","LITTLE AMERICA WEST GASGALITTLE AMERICWY",Fast Food,-4.68,Posted
2022-01-10,"Resort Retailer","RESORT RETAILER          MORGAN       UT",Gas,-4.27,Posted
2022-01-10,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-3.18,Posted
2022-01-07,"PayPal Purchase","PAYPAL           INST XFER  ***********TOPE",Uncategorized,-21.64,Posted
2022-01-07,"Ne Goodfellow","P429410321 NE GOODFELLOW ONTARIO      OR",Cash,-83.00,Posted
2022-01-07,"Chevron","CHEVRON 0208484          BOISE        ID",Gas,-46.89,Posted
2022-01-07,"Winger's","WINGERS GRILL & BAR      ONTARIO      OR",Restaurants,-26.50,Posted
2022-01-07,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2022-01-07,"Jack in the Box","JACK IN THE BOX 6032     BOISE        ID",Fast Food,-13.48,Posted
2022-01-07,"Pastry Perfection","PASTRY PERFECTION        BOISE        ID",Groceries,-8.68,Posted
2022-01-06,"PayPal Purchase","PAYPAL           INST XFER  ***********NSAM",Uncategorized,-12.00,Posted
2022-01-06,"WinCo Foods","WINCO FOODS #27 3032 E StEAGLE        ID",Groceries,-92.06,Posted
2022-01-06,"Chevron","CHEVRON 0370282          FRUITLAND    ID",Gas,-24.93,Posted
2022-01-06,"WinCo Foods","WINCO FOODS #27 3032 E StEAGLE        ID",Groceries,-22.53,Posted
2022-01-06,"Wendy's","WENDY'S 5 8100 W FRANK   BOISE        ID",Fast Food,-22.10,Posted
2022-01-06,"Chevron","CHEVRON/JACKSONS FOOD S  BOISE        ID",Gas,-10.04,Posted
2022-01-06,"Sarmed Outpatient","SARMED OUTPATIENT PHARMACBOISE        ID",Pharmacy,-5.57,Posted
2022-01-06,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********8CTV",Paycheck,1171.00,Posted
2022-01-05,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1648.89,Posted
2022-01-05,"Walmart","WM SUPERCENTER #Wal-Mart ONTARIO      OR",Shopping,-19.56,Posted
2022-01-05,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",Hosting,-12.00,Posted
2022-01-05,"Spotify","SPOTIFY                  877-778-1161 NY",Music,-10.67,Posted
2022-01-05,"Chevron","CHEVRON/HAMMER STORE     FRUITLAND    ID",Gas,-5.48,Posted
2022-01-04,"PayPal Purchase","PAYPAL           INST XFER  ***********5916",Uncategorized,-156.00,Posted
2022-01-04,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********JTZE",Credit Card Payment,-126.00,Posted
2022-01-04,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********AIG9",Credit Card Payment,-75.00,Posted
2022-01-04,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-8.27,Posted
2022-01-04,"Amazon","AMZN Mktp US*ZR9CF1KS3   AMZN.COM/BILLWA",Shopping,-27.18,Posted
2022-01-04,"Stinker Stores","STINKER #568155 W FRANKLIBOISE        ID",Gas,-10.45,Posted
2022-01-04,"Hulu","HLU*Hulu 280249444293-U  HULU.COM/BILLCA",Television,-7.52,Posted
2022-01-03,"AT&T","ATT              Payment    ***********PAYG",Utilities,-225.07,Posted
2022-01-03,"PayPal Purchase","PAYPAL           INST XFER  ***********OMO4",Uncategorized,-0.99,Posted
2022-01-03,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-01-03,"Ne Goodfellow","P429410321 NE GOODFELLOW ONTARIO      OR",Cash,-123.00,Posted
2022-01-03,"WinCo Foods","WINCO FOODS #6 8200 FairvBOISE        ID",Groceries,-120.84,Posted
2022-01-03,"Cafe Zupas","CAFE ZUPAS - BOISE MALL  BOISE        ID",Restaurants,-65.41,Posted
2022-01-03,"Walgreens","WALGREENS STORE 8100 W FABOISE        ID",Pharmacy,-55.08,Posted
2022-01-03,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",Hosting,-50.91,Posted
2022-01-03,"Stinker Stores","STINKER #568155 W FRANKLIBOISE        ID",Gas,-49.24,Posted
2022-01-03,"Amazon","AMZN Mktp US*Z65GT7UD3   AMZN.COM/BILLWA",Shopping,-29.67,Posted
2022-01-03,"Cheek Boss","PAYPAL *CHEEK BOSS       402-935-7733 NV",Clothing,-21.17,Posted
